date,state,district,pincode,demo_age_5_17,demo_age_17_
24-12-2025,Haryana,Karnal,132001,10,128
24-12-2025,Haryana,Karnal,132041,1,9
24-12-2025,Haryana,Karnal,132046,2,10
24-12-2025,Haryana,Karnal,132054,1,7
24-12-2025,Haryana,Kurukshetra,136130,0,6
24-12-2025,Haryana,Kurukshetra,136135,3,31
24-12-2025,Haryana,Mewat,122107,4,62
24-12-2025,Haryana,Mewat,122508,5,193
24-12-2025,Haryana,Palwal,121106,2,47
24-12-2025,Haryana,Palwal,121107,3,29
24-12-2025,Haryana,Panchkula,134114,0,6
24-12-2025,Haryana,Panchkula,134118,0,32
24-12-2025,Haryana,Panipat,132104,4,10
24-12-2025,Haryana,Panipat,132108,0,3
24-12-2025,Haryana,Rewari,123106,1,21
24-12-2025,Haryana,Rewari,123110,0,4
24-12-2025,Haryana,Rewari,123302,1,12
24-12-2025,Haryana,Rewari,123412,0,7
24-12-2025,Haryana,Rohtak,124001,10,94
24-12-2025,Haryana,Rohtak,124021,0,6
24-12-2025,Haryana,Rohtak,124501,1,5
24-12-2025,Haryana,Rohtak,124513,1,1
24-12-2025,Haryana,Sirsa,125201,0,20
24-12-2025,Haryana,Sonipat,131027,1,9
24-12-2025,Haryana,Sonipat,131029,0,9
24-12-2025,Haryana,Sonipat,131301,5,23
24-12-2025,Haryana,Yamuna Nagar,133202,0,2
24-12-2025,Haryana,Yamuna Nagar,135102,2,25
26-12-2025,Haryana,Ambala,133205,0,12
26-12-2025,Haryana,Ambala,133206,0,3
26-12-2025,Haryana,Bhiwani,127031,1,11
26-12-2025,Haryana,Bhiwani,127042,1,1
26-12-2025,Haryana,Bhiwani,127046,3,17
26-12-2025,Haryana,Bhiwani,127201,1,25
26-12-2025,Haryana,Charkhi Dadri,127022,2,7
26-12-2025,Haryana,Charkhi Dadri,127312,3,5
26-12-2025,Haryana,Faridabad,121003,6,69
26-12-2025,Haryana,Faridabad,121014,0,3
26-12-2025,Haryana,Fatehabad,125048,0,3
26-12-2025,Haryana,Fatehabad,125050,3,56
26-12-2025,Haryana,Fatehabad,125052,0,1
26-12-2025,Haryana,Gurgaon,122002,2,25
26-12-2025,Haryana,Gurgaon,122008,1,1
26-12-2025,Haryana,Gurgaon,122015,0,5
26-12-2025,Haryana,Gurgaon,122502,1,10
26-12-2025,Haryana,Gurgaon,122504,14,45
26-12-2025,Haryana,Hisar,125004,0,6
26-12-2025,Haryana,Hisar,125033,4,57
26-12-2025,Haryana,Hisar,125113,3,23
26-12-2025,Haryana,Jhajjar,124104,0,4
26-12-2025,Haryana,Jhajjar,124107,0,7
26-12-2025,Haryana,Jhajjar,124108,0,10
26-12-2025,Haryana,Jhajjar,124109,2,12
26-12-2025,Haryana,Jhajjar,124142,0,8
26-12-2025,Haryana,Jhajjar,124146,0,10
26-12-2025,Haryana,Jhajjar,124501,0,1
26-12-2025,Haryana,Jind,126114,3,9
26-12-2025,Haryana,Jind,126152,1,25
26-12-2025,Haryana,Kaithal,136027,8,74
26-12-2025,Haryana,Kaithal,136042,0,9
26-12-2025,Haryana,Kaithal,136044,0,17
26-12-2025,Haryana,Karnal,132041,1,8
26-12-2025,Haryana,Karnal,132114,6,24
26-12-2025,Haryana,Karnal,132117,0,14
26-12-2025,Haryana,Kurukshetra,136118,3,41
26-12-2025,Haryana,Kurukshetra,136131,2,23
26-12-2025,Haryana,Kurukshetra,136135,0,28
26-12-2025,Haryana,Mahendragarh,123001,6,60
26-12-2025,Haryana,Mahendragarh,123021,0,32
26-12-2025,Haryana,Mewat,122104,7,48
26-12-2025,Haryana,Mewat,122107,4,91
26-12-2025,Haryana,Panchkula,134102,1,29
26-12-2025,Haryana,Panchkula,134107,1,5
26-12-2025,Haryana,Panchkula,134112,1,2
26-12-2025,Haryana,Panchkula,134113,1,25
26-12-2025,Haryana,Panipat,132103,25,223
26-12-2025,Haryana,Rewari,122107,0,1
26-12-2025,Haryana,Rewari,123101,0,13
26-12-2025,Haryana,Rewari,123106,3,41
26-12-2025,Haryana,Rewari,123302,2,11
26-12-2025,Haryana,Rohtak,124113,0,10
26-12-2025,Haryana,Sirsa,125075,3,28
26-12-2025,Haryana,Sonipat,131021,2,11
26-12-2025,Haryana,Sonipat,131039,1,9
26-12-2025,Haryana,Sonipat,131101,7,32
26-12-2025,Haryana,Sonipat,131102,0,9
26-12-2025,Haryana,Yamuna Nagar,135133,3,21
27-12-2025,Haryana,Ambala,133101,0,4
27-12-2025,Haryana,Ambala,133102,0,2
27-12-2025,Haryana,Ambala,133201,0,7
27-12-2025,Haryana,Ambala,134007,1,7
27-12-2025,Haryana,Ambala,134201,0,4
27-12-2025,Haryana,Bhiwani,127031,1,7
27-12-2025,Haryana,Bhiwani,127035,0,4
27-12-2025,Haryana,Bhiwani,127041,1,5
27-12-2025,Haryana,Bhiwani,127114,1,7
27-12-2025,Haryana,Bhiwani,127306,0,9
27-12-2025,Haryana,Bhiwani,127310,0,6
27-12-2025,Haryana,Charkhi Dadri,127025,0,2
27-12-2025,Haryana,Charkhi Dadri,127306,1,22
27-12-2025,Haryana,Charkhi Dadri,127309,0,3
27-12-2025,Haryana,Charkhi Dadri,127310,1,15
27-12-2025,Haryana,Faridabad,121001,13,108
27-12-2025,Haryana,Faridabad,121004,16,257
27-12-2025,Haryana,Faridabad,121005,4,84
27-12-2025,Haryana,Faridabad,121012,0,1
27-12-2025,Haryana,Faridabad,121101,1,34
27-12-2025,Haryana,Fatehabad,125053,0,23
27-12-2025,Haryana,Fatehabad,125106,1,8
27-12-2025,Haryana,Fatehabad,125111,4,15
27-12-2025,Haryana,Fatehabad,125113,0,2
27-12-2025,Haryana,Gurgaon,122008,0,1
27-12-2025,Haryana,Gurgaon,122009,1,14
27-12-2025,Haryana,Gurgaon,122052,0,1
27-12-2025,Haryana,Hisar,125004,0,1
27-12-2025,Haryana,Hisar,125006,1,7
27-12-2025,Haryana,Hisar,125038,0,1
27-12-2025,Haryana,Hisar,125042,1,20
27-12-2025,Haryana,Hisar,125052,2,22
27-12-2025,Haryana,Hisar,125112,0,7
27-12-2025,Haryana,Jhajjar,124103,3,27
27-12-2025,Haryana,Jhajjar,124105,1,5
27-12-2025,Haryana,Jhajjar,124142,1,8
27-12-2025,Haryana,Jhajjar,124146,0,9
27-12-2025,Haryana,Jhajjar,124505,1,10
27-12-2025,Haryana,Jind,126116,6,44
27-12-2025,Haryana,Jind,126152,2,11
27-12-2025,Haryana,Kaithal,136033,1,9
27-12-2025,Haryana,Karnal,132022,0,3
27-12-2025,Haryana,Karnal,132114,0,38
27-12-2025,Haryana,Kurukshetra,136132,2,8
27-12-2025,Haryana,Kurukshetra,136156,1,6
27-12-2025,Haryana,Mahendragarh,123021,4,25
27-12-2025,Haryana,Mahendragarh,123027,0,19
27-12-2025,Haryana,Palwal,121103,1,77
27-12-2025,Haryana,Panchkula,134107,0,3
27-12-2025,Haryana,Panchkula,134112,0,7
27-12-2025,Haryana,Panipat,132106,1,0
27-12-2025,Haryana,Panipat,132113,0,13
27-12-2025,Haryana,Rewari,123101,0,3
27-12-2025,Haryana,Rewari,123102,0,7
27-12-2025,Haryana,Rewari,123106,7,25
27-12-2025,Haryana,Rewari,123302,1,7
27-12-2025,Haryana,Rewari,123303,1,11
27-12-2025,Haryana,Rohtak,124111,2,2
27-12-2025,Haryana,Rohtak,124501,3,17
27-12-2025,Haryana,Sirsa,125077,1,13
27-12-2025,Haryana,Sirsa,125101,1,11
27-12-2025,Haryana,Sirsa,125201,1,6
27-12-2025,Haryana,Sonipat,131021,0,10
27-12-2025,Haryana,Sonipat,131103,1,6
27-12-2025,Haryana,Sonipat,131403,0,4
27-12-2025,Haryana,Yamuna Nagar,135103,3,28
27-12-2025,Haryana,Yamunanagar,135001,0,2
11-12-2025,Haryana,Rohtak,124411,1,3
10-12-2025,Haryana,Jhajjar,124412,0,1
13-12-2025,Haryana,Charkhi Dadri,127030,1,6
13-12-2025,Haryana,Gurgaon,122005,0,1
13-12-2025,Haryana,Jhajjar,124021,0,1
13-12-2025,Haryana,Karnal,132023,0,3
13-12-2025,Haryana,Panipat,132115,0,2
13-12-2025,Haryana,Rohtak,124201,0,1
13-12-2025,Haryana,Sonipat,131022,0,2
16-12-2025,Haryana,Jhajjar,124412,0,1
20-12-2025,Haryana,Rohtak,124513,0,1
20-12-2025,Haryana,Yamunanagar,135002,0,1
20-12-2025,Haryana,Ambala,134011,0,1
20-12-2025,Haryana,Charkhi Dadri,127201,0,1
20-12-2025,Haryana,Panchkula,134108,0,1
20-12-2025,Haryana,Panipat,132105,1,2
26-11-2025,Haryana,Fatehabad,125052,0,1
26-11-2025,Haryana,Kaithal,136026,0,1
09-12-2025,Haryana,Ambala,133102,1,0
12-12-2025,Haryana,Ambala,135106,0,1
12-12-2025,Haryana,Rohtak,124022,1,1
12-12-2025,Haryana,Yamunanagar,135021,0,1
14-12-2025,Haryana,Ambala,133006,0,1
14-12-2025,Haryana,Bhiwani,127028,0,7
14-12-2025,Haryana,Bhiwani,127031,0,4
14-12-2025,Haryana,Hisar,125112,2,3
14-12-2025,Haryana,Karnal,132037,2,6
14-12-2025,Haryana,Kurukshetra,136131,3,19
14-12-2025,Haryana,Panipat,132105,1,1
14-12-2025,Haryana,Panipat,132115,0,1
14-12-2025,Haryana,Rewari,123102,0,5
14-12-2025,Haryana,Rewari,123110,0,1
14-12-2025,Haryana,Rohtak,124406,1,3
14-12-2025,Haryana,Sonipat,131022,2,4
14-12-2025,Haryana,Sonipat,131403,1,1
19-12-2025,Haryana,Ambala,133206,0,3
19-12-2025,Haryana,Charkhi Dadri,127311,0,1
19-12-2025,Haryana,Hisar,125037,0,2
19-12-2025,Haryana,Panchkula,134114,0,4
19-12-2025,Haryana,Rohtak,124406,0,2
19-12-2025,Haryana,Rohtak,124411,0,2
19-12-2025,Haryana,Sirsa,125058,1,1
25-11-2025,Haryana,Bhiwani,127030,0,1
25-11-2025,Haryana,Kaithal,136026,1,1
25-11-2025,Haryana,Kurukshetra,136136,1,0
28-11-2025,Haryana,Ambala,133206,0,1
18-12-2025,Haryana,Ambala,133101,2,7
18-12-2025,Haryana,Ambala,133205,1,12
18-12-2025,Haryana,Ambala,134007,3,4
18-12-2025,Haryana,Bhiwani,127030,1,10
18-12-2025,Haryana,Bhiwani,127035,1,6
18-12-2025,Haryana,Bhiwani,127201,1,20
18-12-2025,Haryana,Charkhi Dadri,127310,2,14
18-12-2025,Haryana,Charkhi Dadri,127312,1,13
18-12-2025,Haryana,Faridabad,121004,20,236
18-12-2025,Haryana,Faridabad,121006,2,21
18-12-2025,Haryana,Faridabad,121007,0,17
18-12-2025,Haryana,Faridabad,121009,1,15
18-12-2025,Haryana,Faridabad,121101,5,28
18-12-2025,Haryana,Faridabad,121102,0,7
18-12-2025,Haryana,Fatehabad,125047,0,4
18-12-2025,Haryana,Fatehabad,125053,4,27
18-12-2025,Haryana,Fatehabad,125111,4,22
18-12-2025,Haryana,Fatehabad,125133,0,8
18-12-2025,Haryana,Gurgaon,122010,0,5
18-12-2025,Haryana,Gurgaon,122011,1,10
18-12-2025,Haryana,Gurgaon,122102,7,34
18-12-2025,Haryana,Gurgaon,122103,1,39
18-12-2025,Haryana,Gurgaon,122503,3,11
18-12-2025,Haryana,Hisar,125047,1,21
18-12-2025,Haryana,Hisar,125048,0,1
18-12-2025,Haryana,Hisar,125112,0,9
18-12-2025,Haryana,Jhajjar,124106,1,11
18-12-2025,Haryana,Jhajjar,124202,0,4
18-12-2025,Haryana,Jind,126101,1,16
18-12-2025,Haryana,Jind,126112,1,25
18-12-2025,Haryana,Jind,126114,0,8
18-12-2025,Haryana,Jind,126125,0,8
18-12-2025,Haryana,Kaithal,136044,1,7
18-12-2025,Haryana,Karnal,132024,1,12
18-12-2025,Haryana,Karnal,132041,8,15
18-12-2025,Haryana,Karnal,132114,3,34
18-12-2025,Haryana,Kurukshetra,136119,8,18
18-12-2025,Haryana,Kurukshetra,136129,0,5
18-12-2025,Haryana,Mahendragarh,123024,0,4
18-12-2025,Haryana,Mahendragarh,123028,1,7
18-12-2025,Haryana,Mewat,122103,1,24
18-12-2025,Haryana,Mewat,122104,0,48
18-12-2025,Haryana,Palwal,121107,0,23
18-12-2025,Haryana,Panchkula,134107,3,8
18-12-2025,Haryana,Panchkula,134108,0,3
18-12-2025,Haryana,Panchkula,134116,5,29
18-12-2025,Haryana,Panchkula,134205,3,12
18-12-2025,Haryana,Panipat,132104,1,7
18-12-2025,Haryana,Panipat,132105,0,2
18-12-2025,Haryana,Panipat,132122,0,2
18-12-2025,Haryana,Panipat,132140,0,7
18-12-2025,Haryana,Rewari,122414,0,3
18-12-2025,Haryana,Rewari,123102,3,6
18-12-2025,Haryana,Rewari,123302,1,17
18-12-2025,Haryana,Rewari,123303,0,9
18-12-2025,Haryana,Rohtak,124022,0,3
18-12-2025,Haryana,Rohtak,124303,0,3
18-12-2025,Haryana,Rohtak,124401,0,1
18-12-2025,Haryana,Rohtak,124406,0,3
18-12-2025,Haryana,Rohtak,124411,0,3
18-12-2025,Haryana,Sirsa,125055,13,112
18-12-2025,Haryana,Sirsa,125058,0,7
18-12-2025,Haryana,Sirsa,125201,3,37
18-12-2025,Haryana,Sonipat,131021,2,9
18-12-2025,Haryana,Sonipat,131023,1,11
18-12-2025,Haryana,Sonipat,131028,0,22
18-12-2025,Haryana,Sonipat,131402,3,22
18-12-2025,Haryana,Yamuna Nagar,135021,2,18
20-12-2025,Haryana,Ambala,133005,0,3
20-12-2025,Haryana,Ambala,133021,0,1
20-12-2025,Haryana,Ambala,133104,0,2
20-12-2025,Haryana,Ambala,133201,0,1
20-12-2025,Haryana,Ambala,133202,1,6
20-12-2025,Haryana,Ambala,134118,0,1
20-12-2025,Haryana,Bhiwani,127031,2,11
20-12-2025,Haryana,Bhiwani,127042,0,1
20-12-2025,Haryana,Bhiwani,127043,1,11
20-12-2025,Haryana,Bhiwani,127045,0,1
20-12-2025,Haryana,Bhiwani,127046,0,10
20-12-2025,Haryana,Bhiwani,127308,0,3
20-12-2025,Haryana,Charkhi Dadri,127022,1,4
20-12-2025,Haryana,Charkhi Dadri,127025,0,1
20-12-2025,Haryana,Charkhi Dadri,127306,1,12
19-12-2025,Haryana,Ambala,133001,0,29
19-12-2025,Haryana,Ambala,133205,0,12
19-12-2025,Haryana,Bhiwani,127022,0,4
19-12-2025,Haryana,Bhiwani,127027,1,3
19-12-2025,Haryana,Bhiwani,127028,2,14
19-12-2025,Haryana,Bhiwani,127041,0,6
19-12-2025,Haryana,Bhiwani,127111,3,3
19-12-2025,Haryana,Bhiwani,127309,2,13
19-12-2025,Haryana,Bhiwani,127310,1,7
19-12-2025,Haryana,Charkhi Dadri,127025,0,3
19-12-2025,Haryana,Charkhi Dadri,127309,0,1
19-12-2025,Haryana,Faridabad,121007,4,10
19-12-2025,Haryana,Faridabad,121008,0,5
19-12-2025,Haryana,Faridabad,121101,0,31
19-12-2025,Haryana,Fatehabad,125047,0,2
19-12-2025,Haryana,Fatehabad,125048,1,2
19-12-2025,Haryana,Fatehabad,125050,8,58
19-12-2025,Haryana,Fatehabad,125120,2,33
19-12-2025,Haryana,Gurgaon,122002,1,36
19-12-2025,Haryana,Gurgaon,122004,2,26
19-12-2025,Haryana,Gurgaon,122005,0,1
19-12-2025,Haryana,Gurgaon,122009,0,9
19-12-2025,Haryana,Gurgaon,122051,0,4
19-12-2025,Haryana,Gurgaon,122105,1,3
19-12-2025,Haryana,Gurgaon,122414,0,9
19-12-2025,Haryana,Gurgaon,122504,1,11
19-12-2025,Haryana,Hisar,125033,1,55
19-12-2025,Haryana,Hisar,125049,1,5
19-12-2025,Haryana,Hisar,125052,1,42
19-12-2025,Haryana,Jhajjar,124105,0,7
19-12-2025,Haryana,Jhajjar,124108,2,11
19-12-2025,Haryana,Jhajjar,124109,2,8
19-12-2025,Haryana,Jhajjar,124146,0,8
19-12-2025,Haryana,Jhajjar,124201,0,1
19-12-2025,Haryana,Jhajjar,124501,0,3
19-12-2025,Haryana,Jhajjar,124504,1,2
19-12-2025,Haryana,Jind,126101,4,15
19-12-2025,Haryana,Jind,126102,2,46
19-12-2025,Haryana,Jind,126113,0,6
19-12-2025,Haryana,Kaithal,136042,1,6
19-12-2025,Haryana,Kaithal,136043,0,5
19-12-2025,Haryana,Karnal,132036,1,5
19-12-2025,Haryana,Karnal,132037,0,5
19-12-2025,Haryana,Karnal,132039,0,26
19-12-2025,Haryana,Karnal,132117,4,5
19-12-2025,Haryana,Kurukshetra,136129,0,5
19-12-2025,Haryana,Kurukshetra,136131,2,25
19-12-2025,Haryana,Mahendragarh,123021,3,33
19-12-2025,Haryana,Mahendragarh,123027,1,17
19-12-2025,Haryana,Mewat,122105,1,42
19-12-2025,Haryana,Panchkula,133301,0,6
19-12-2025,Haryana,Panchkula,134118,2,17
19-12-2025,Haryana,Panipat,132115,1,3
19-12-2025,Haryana,Panipat,132145,1,3
19-12-2025,Haryana,Rewari,122107,0,1
19-12-2025,Haryana,Rewari,122502,0,3
19-12-2025,Haryana,Rewari,123103,1,6
19-12-2025,Haryana,Rewari,123110,0,2
19-12-2025,Haryana,Rewari,123302,4,8
19-12-2025,Haryana,Rewari,123303,1,14
19-12-2025,Haryana,Rohtak,124001,17,81
19-12-2025,Haryana,Rohtak,124412,0,6
19-12-2025,Haryana,Sirsa,125054,1,5
19-12-2025,Haryana,Sirsa,125060,2,12
19-12-2025,Haryana,Sirsa,125201,0,22
19-12-2025,Haryana,Sonipat,131021,1,10
19-12-2025,Haryana,Sonipat,131022,0,6
19-12-2025,Haryana,Sonipat,131305,0,4
19-12-2025,Haryana,Sonipat,131306,0,4
19-12-2025,Haryana,Sonipat,131403,0,7
19-12-2025,Haryana,Yamuna Nagar,133103,3,4
19-12-2025,Haryana,Yamuna Nagar,135001,10,78
19-12-2025,Haryana,Yamuna Nagar,135101,5,25
19-12-2025,Haryana,Yamuna Nagar,135102,1,18
20-12-2025,Haryana,Faridabad,121004,17,165
20-12-2025,Haryana,Faridabad,121013,3,15
20-12-2025,Haryana,Fatehabad,125050,2,36
20-12-2025,Haryana,Fatehabad,125053,1,10
20-12-2025,Haryana,Fatehabad,125120,4,16
20-12-2025,Haryana,Gurgaon,122004,3,22
20-12-2025,Haryana,Gurgaon,122009,0,9
20-12-2025,Haryana,Gurgaon,122052,0,2
20-12-2025,Haryana,Gurgaon,122502,1,3
20-12-2025,Haryana,Hisar,125042,0,12
20-12-2025,Haryana,Jhajjar,124102,0,1
20-12-2025,Haryana,Jhajjar,124146,0,3
20-12-2025,Haryana,Jhajjar,124501,0,2
20-12-2025,Haryana,Kaithal,136021,0,3
20-12-2025,Haryana,Kaithal,136034,4,16
20-12-2025,Haryana,Karnal,132046,0,1
20-12-2025,Haryana,Karnal,132117,0,5
20-12-2025,Haryana,Karnal,132157,0,1
20-12-2025,Haryana,Kurukshetra,136129,0,3
20-12-2025,Haryana,Kurukshetra,136135,1,17
20-12-2025,Haryana,Kurukshetra,136156,0,3
20-12-2025,Haryana,Mahendragarh,123001,2,27
20-12-2025,Haryana,Mahendragarh,123024,0,6
20-12-2025,Haryana,Mewat,122108,4,21
20-12-2025,Haryana,Panchkula,134104,0,2
20-12-2025,Haryana,Panchkula,134112,1,6
20-12-2025,Haryana,Panchkula,134118,0,8
20-12-2025,Haryana,Panchkula,134205,0,6
20-12-2025,Haryana,Panipat,132107,1,5
20-12-2025,Haryana,Panipat,132113,1,10
20-12-2025,Haryana,Panipat,132115,0,4
20-12-2025,Haryana,Rewari,122107,0,1
20-12-2025,Haryana,Rewari,123106,1,19
20-12-2025,Haryana,Rewari,123110,0,2
20-12-2025,Haryana,Rohtak,124001,12,57
20-12-2025,Haryana,Rohtak,124021,0,3
20-12-2025,Haryana,Rohtak,124303,0,2
20-12-2025,Haryana,Rohtak,124411,0,2
20-12-2025,Haryana,Sirsa,125102,1,23
20-12-2025,Haryana,Sonipat,131027,0,6
20-12-2025,Haryana,Sonipat,131102,0,1
20-12-2025,Haryana,Sonipat,131302,0,3
20-12-2025,Haryana,Yamuna Nagar,133103,2,11
20-12-2025,Haryana,Yamuna Nagar,133202,0,1
20-12-2025,Haryana,Yamuna Nagar,135002,0,1
20-12-2025,Haryana,Yamuna Nagar,135106,1,4
20-12-2025,Haryana,Yamuna Nagar,135133,0,9
21-12-2025,Haryana,Ambala,133006,0,2
21-12-2025,Haryana,Ambala,133104,0,2
21-12-2025,Haryana,Ambala,133201,0,1
21-12-2025,Haryana,Bhiwani,127031,0,3
21-12-2025,Haryana,Bhiwani,127043,0,1
21-12-2025,Haryana,Bhiwani,127310,0,2
21-12-2025,Haryana,Charkhi Dadri,127022,0,1
21-12-2025,Haryana,Charkhi Dadri,127025,1,1
21-12-2025,Haryana,Charkhi Dadri,127042,0,1
21-12-2025,Haryana,Charkhi Dadri,127309,0,1
21-12-2025,Haryana,Faridabad,121001,6,78
21-12-2025,Haryana,Faridabad,121002,3,39
21-12-2025,Haryana,Faridabad,121003,5,66
21-12-2025,Haryana,Faridabad,121006,0,10
21-12-2025,Haryana,Faridabad,121009,4,13
21-12-2025,Haryana,Faridabad,121012,0,1
21-12-2025,Haryana,Faridabad,121101,0,12
21-12-2025,Haryana,Gurgaon,122001,12,80
21-12-2025,Haryana,Gurgaon,122002,1,18
21-12-2025,Haryana,Gurgaon,122010,0,1
21-12-2025,Haryana,Gurgaon,122016,1,3
21-12-2025,Haryana,Gurgaon,122414,0,3
21-12-2025,Haryana,Gurgaon,122502,0,2
21-12-2025,Haryana,Gurgaon,122505,2,25
21-12-2025,Haryana,Hisar,125113,0,3
21-12-2025,Haryana,Jind,126114,0,1
21-12-2025,Haryana,Kaithal,136021,1,0
21-12-2025,Haryana,Kurukshetra,136119,0,3
21-12-2025,Haryana,Kurukshetra,136135,0,4
21-12-2025,Haryana,Mahendragarh,123021,1,10
21-12-2025,Haryana,Mahendragarh,123024,0,1
21-12-2025,Haryana,Panchkula,134113,0,8
21-12-2025,Haryana,Panipat,132105,0,1
21-12-2025,Haryana,Panipat,132113,2,4
21-12-2025,Haryana,Panipat,132140,2,1
21-12-2025,Haryana,Rewari,122502,0,1
21-12-2025,Haryana,Rewari,123411,3,8
21-12-2025,Haryana,Rohtak,124501,1,1
21-12-2025,Haryana,Sirsa,125054,0,1
21-12-2025,Haryana,Sirsa,125060,0,1
21-12-2025,Haryana,Sirsa,125076,0,1
21-12-2025,Haryana,Sirsa,125103,0,1
21-12-2025,Haryana,Sirsa,125104,0,2
21-12-2025,Haryana,Sonipat,131028,1,6
21-12-2025,Haryana,Sonipat,131029,0,1
21-12-2025,Haryana,Sonipat,131103,0,4
21-12-2025,Haryana,Sonipat,131301,0,5
21-12-2025,Haryana,Yamuna Nagar,133204,0,1
21-12-2025,Haryana,Yamuna Nagar,135102,1,2
21-12-2025,Haryana,Yamuna Nagar,135106,0,1
21-12-2025,Haryana,Yamuna Nagar,135133,0,4
22-12-2025,Haryana,Ambala,134202,0,7
22-12-2025,Haryana,Ambala,134203,4,25
22-12-2025,Haryana,Bhiwani,127026,0,3
22-12-2025,Haryana,Bhiwani,127040,1,7
22-12-2025,Haryana,Bhiwani,127110,0,1
22-12-2025,Haryana,Bhiwani,127114,0,7
22-12-2025,Haryana,Bhiwani,127201,4,16
22-12-2025,Haryana,Charkhi Dadri,127022,0,6
22-12-2025,Haryana,Charkhi Dadri,127042,2,12
22-12-2025,Haryana,Charkhi Dadri,127307,1,10
22-12-2025,Haryana,Faridabad,121005,8,75
22-12-2025,Haryana,Faridabad,121010,0,6
22-12-2025,Haryana,Fatehabad,125050,1,28
22-12-2025,Haryana,Gurgaon,122010,0,1
22-12-2025,Haryana,Gurgaon,122051,1,5
22-12-2025,Haryana,Gurgaon,122505,10,27
22-12-2025,Haryana,Gurgaon,122506,0,17
22-12-2025,Haryana,Hisar,125006,0,5
22-12-2025,Haryana,Hisar,125037,0,4
22-12-2025,Haryana,Hisar,125038,1,4
22-12-2025,Haryana,Hisar,125048,0,1
22-12-2025,Haryana,Jhajjar,124106,0,6
22-12-2025,Haryana,Jhajjar,124109,4,6
22-12-2025,Haryana,Jhajjar,124146,0,3
22-12-2025,Haryana,Jhajjar,124501,1,4
22-12-2025,Haryana,Jind,126102,5,49
22-12-2025,Haryana,Kaithal,136027,6,72
22-12-2025,Haryana,Kurukshetra,136135,3,20
22-12-2025,Haryana,Mahendragarh,123001,3,60
22-12-2025,Haryana,Mahendragarh,123023,1,17
22-12-2025,Haryana,Mewat,122104,1,23
22-12-2025,Haryana,Mewat,122107,4,65
22-12-2025,Haryana,Palwal,121105,3,26
22-12-2025,Haryana,Panchkula,134204,1,23
22-12-2025,Haryana,Panipat,132105,0,4
22-12-2025,Haryana,Panipat,132107,0,4
22-12-2025,Haryana,Panipat,132108,0,6
22-12-2025,Haryana,Panipat,132145,0,5
22-12-2025,Haryana,Rewari,123102,0,11
22-12-2025,Haryana,Rewari,123106,2,21
22-12-2025,Haryana,Rewari,123401,5,70
22-12-2025,Haryana,Sirsa,125054,0,3
22-12-2025,Haryana,Sirsa,125058,0,2
22-12-2025,Haryana,Sirsa,125102,0,22
22-12-2025,Haryana,Sonipat,131101,3,22
22-12-2025,Haryana,Yamuna Nagar,135101,2,22
22-12-2025,Haryana,Yamuna Nagar,135102,2,29
22-12-2025,Haryana,Yamuna Nagar,135106,0,10
13-12-2025,Haryana,Ambala,133004,0,3
13-12-2025,Haryana,Ambala,133101,0,4
13-12-2025,Haryana,Ambala,134118,0,1
13-12-2025,Haryana,Ambala,134201,0,2
13-12-2025,Haryana,Bhiwani,127031,1,7
13-12-2025,Haryana,Bhiwani,127035,0,4
13-12-2025,Haryana,Bhiwani,127308,0,4
13-12-2025,Haryana,Charkhi Dadri,127308,0,15
13-12-2025,Haryana,Faridabad,121003,4,70
13-12-2025,Haryana,Faridabad,121010,1,14
13-12-2025,Haryana,Faridabad,121012,0,3
13-12-2025,Haryana,Faridabad,121013,0,16
13-12-2025,Haryana,Gurgaon,122001,22,149
13-12-2025,Haryana,Gurgaon,122002,0,20
13-12-2025,Haryana,Gurgaon,122006,2,7
13-12-2025,Haryana,Gurgaon,122010,0,8
13-12-2025,Haryana,Gurgaon,122011,0,14
13-12-2025,Haryana,Gurgaon,122018,3,41
13-12-2025,Haryana,Gurgaon,122414,1,6
13-12-2025,Haryana,Hisar,125001,7,71
13-12-2025,Haryana,Hisar,125005,0,2
13-12-2025,Haryana,Hisar,125039,3,18
13-12-2025,Haryana,Hisar,125113,0,11
13-12-2025,Haryana,Jhajjar,124103,1,14
13-12-2025,Haryana,Jhajjar,124104,0,1
13-12-2025,Haryana,Jhajjar,124504,1,0
13-12-2025,Haryana,Jhajjar,124506,0,1
13-12-2025,Haryana,Jind,126102,2,32
13-12-2025,Haryana,Jind,126114,1,4
13-12-2025,Haryana,Kaithal,136026,1,7
13-12-2025,Haryana,Kaithal,136027,5,39
13-12-2025,Haryana,Kaithal,136033,1,10
13-12-2025,Haryana,Karnal,132024,0,1
13-12-2025,Haryana,Karnal,132041,2,9
13-12-2025,Haryana,Karnal,132046,0,2
13-12-2025,Haryana,Kurukshetra,136131,3,9
13-12-2025,Haryana,Palwal,121107,4,23
13-12-2025,Haryana,Panchkula,133302,3,9
13-12-2025,Haryana,Panchkula,134105,0,1
13-12-2025,Haryana,Panchkula,134107,0,1
13-12-2025,Haryana,Panchkula,134108,0,1
13-12-2025,Haryana,Panchkula,134109,4,19
13-12-2025,Haryana,Panchkula,134115,0,3
13-12-2025,Haryana,Panipat,132102,0,4
13-12-2025,Haryana,Panipat,132105,0,4
13-12-2025,Haryana,Panipat,132145,1,11
13-12-2025,Haryana,Rewari,122502,0,2
